"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"ERX5991771","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678200","","6.97","1","22276","11138000","Niclosamide_20uM_T0_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991770","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678199","","4.85","1","15435","7717500","Niclosamide_20uM_T0_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991769","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678192","","10.12","1","32113","16056500","Metformin_5mM_T30_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991768","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678191","","22.81","1","74186","37093000","Metformin_5mM_T30_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991767","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678188","","8.49","1","26737","13368500","Metformin_5mM_T15_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991766","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678187","","12.72","1","41267","20633500","Metformin_5mM_T15_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991765","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678186","","7.97","1","25646","12823000","Metformin_5mM_T0_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991764","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678185","","57.44","1","185766","92883000","Metformin_5mM_T0_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991763","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678184","","27.11","1","84582","42291000","InoculumMix_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991762","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678183","","38.22","1","123028","61514000","InoculumMix_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991761","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678176","","19.62","1","61658","30829000","Control_T30_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991760","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678175","","20.01","1","66341","33170500","Control_T30_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991759","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678172","","26.7","1","87207","43603500","Control_T15_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991758","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678171","","28.48","1","93129","46564500","Control_T15_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991757","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678170","","23.1","1","71530","35765000","Control_T0_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991756","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678169","","26.22","1","83388","41694000","Control_T0_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991755","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678162","","12.4","1","39841","19920500","Chlorpromazine_20uM_T30_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991754","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678161","","19.3","1","62617","31308500","Chlorpromazine_20uM_T30_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991753","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678158","","14.04","1","43426","21713000","Chlorpromazine_20uM_T15_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991752","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678157","","6.78","1","21491","10745500","Chlorpromazine_20uM_T15_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991751","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678156","","6.35","1","20300","10150000","Chlorpromazine_20uM_T0_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991750","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678155","","5.37","1","17147","8573500","Chlorpromazine_20uM_T0_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991749","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678154","","23.09","1","72484","36242000","Transfer3_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991748","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678153","","30.64","1","100245","50122500","Transfer3_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991747","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678152","","12.97","1","41063","20531500","Transfer2_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991746","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678151","","23.19","1","74932","37466000","Transfer2_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991745","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678150","","30.94","1","101304","50652000","Transfer1_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991744","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678149","","23.63","1","75608","37804000","Transfer1_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991743","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678148","","16.47","1","52672","26336000","Niclosamide_20uM_T96h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991742","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678147","","23","1","74410","37205000","Niclosamide_20uM_T96h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991741","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678146","","20.64","1","64607","32303500","Niclosamide_20uM_T48h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991740","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678145","","24.81","1","80342","40171000","Niclosamide_20uM_T48h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991739","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678144","","23.95","1","77184","38592000","Niclosamide_20uM_T3h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991738","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678143","","40.22","1","134549","67274500","Niclosamide_20uM_T3h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991737","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678142","","25.04","1","81551","40775500","Niclosamide_20uM_T30_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991736","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678141","","35.82","1","118641","59320500","Niclosamide_20uM_T30_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991735","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678140","","31.05","1","99943","49971500","Niclosamide_20uM_T1h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991734","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678139","","30.61","1","101983","50991500","Niclosamide_20uM_T1h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991733","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678138","","29.48","1","94776","47388000","Niclosamide_20uM_T15_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991732","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678137","","4.29","1","12458","6229000","Niclosamide_20uM_T15_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991731","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678136","","36.21","1","119001","59500500","Niclosamide_20uM_T0_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991730","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678135","","21.69","1","73176","36588000","Niclosamide_20uM_T0_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991729","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678134","","20.58","1","65813","32906500","Metformin_5mM_T96h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991728","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678133","","18.66","1","59584","29792000","Metformin_5mM_T96h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991727","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678132","","15.8","1","49328","24664000","Metformin_5mM_T48h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991726","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678131","","20.91","1","67475","33737500","Metformin_5mM_T48h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991725","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678130","","31.47","1","101275","50637500","Metformin_5mM_T3h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991724","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678129","","21.06","1","73872","36936000","Metformin_5mM_T3h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991723","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678128","","27.98","1","89730","44865000","Metformin_5mM_T30_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991722","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678127","","35.19","1","116030","58015000","Metformin_5mM_T30_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991721","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678126","","32.67","1","104836","52418000","Metformin_5mM_T1h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991720","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678125","","36.25","1","121372","60686000","Metformin_5mM_T1h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991719","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678124","","33.13","1","110385","55192500","Metformin_5mM_T15_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991718","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678123","","25.03","1","83020","41510000","Metformin_5mM_T15_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991717","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678122","","29.28","1","94965","47482500","Metformin_5mM_T0_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991716","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678121","","21.06","1","69239","34619500","Metformin_5mM_T0_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991715","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678120","","19.43","1","62262","31131000","InoculumMix_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991714","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678119","","28.06","1","88945","44472500","InoculumMix_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991713","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678118","","15.56","1","49506","24753000","Control_T96h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991712","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678117","","11.23","1","35567","17783500","Control_T96h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991711","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678116","","14.1","1","43432","21716000","Control_T48h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991710","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678115","","24.84","1","80212","40106000","Control_T48h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991709","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678114","","36.49","1","118461","59230500","Control_T3h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991708","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678113","","26.98","1","90308","45154000","Control_T3h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991707","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678112","","17.02","1","55103","27551500","Control_T30_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991706","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678111","","29.52","1","97822","48911000","Control_T30_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991705","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678110","","45.61","1","148241","74120500","Control_T1h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991704","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678109","","47.81","1","159995","79997500","Control_T1h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991703","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678108","","5.77","1","18347","9173500","Control_T15_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991702","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678107","","43.7","1","144834","72417000","Control_T15_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991701","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678106","","22.26","1","71265","35632500","Control_T0_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991700","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678105","","29.13","1","96278","48139000","Control_T0_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991699","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678104","","26.84","1","86589","43294500","Chlorpromazine_20uM_T96h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991698","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678103","","9.48","1","31224","15612000","Chlorpromazine_20uM_T96h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991697","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678102","","29.05","1","93458","46729000","Chlorpromazine_20uM_T48h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991696","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678101","","11.78","1","37871","18935500","Chlorpromazine_20uM_T48h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991695","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678100","","21.05","1","67560","33780000","Chlorpromazine_20uM_T3h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991694","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678099","","38.21","1","127642","63821000","Chlorpromazine_20uM_T3h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991693","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678098","","44.32","1","147812","73906000","Chlorpromazine_20uM_T30_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991692","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678097","","39.68","1","132013","66006500","Chlorpromazine_20uM_T30_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991691","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678096","","20.41","1","68322","34161000","Chlorpromazine_20uM_T1h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991690","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678095","","13.95","1","47076","23538000","Chlorpromazine_20uM_T1h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991689","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678094","","30.68","1","100239","50119500","Chlorpromazine_20uM_T15_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991688","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678093","","24.98","1","83124","41562000","Chlorpromazine_20uM_T15_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991687","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678092","","30.91","1","99022","49511000","Chlorpromazine_20uM_T0_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991686","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678091","","18.39","1","60753","30376500","Chlorpromazine_20uM_T0_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991685","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678218","","0.5","1","1297","648500","Transfer3_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991684","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678217","","0.84","1","2387","1193500","Transfer3_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991683","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678216","","0.53","1","1338","669000","Transfer2_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991682","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678215","","0.64","1","1762","881000","Transfer2_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991681","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678214","","0.54","1","1402","701000","Transfer1_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991680","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678213","","0.59","1","1541","770500","Transfer1_runB_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991679","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678212","","62.26","1","209013","104506500","Niclosamide_20uM_T96h_runB_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991678","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678211","","95.56","1","328863","164431500","Niclosamide_20uM_T96h_runB_r1","AMPLICON","METAGENOMIC","PCR"
